LessonPlansID,StudentID,TeacherID,attended,student_behaviour,notes,Date
3,91,15,0,4,77W5e0XdWSRDiPaC5b6BKJrLmH3kCIFzMGvJaKCnEZ0H72gbPi4ElOj3fWJ ,25/12/2015
4,90,8,1,1,O96TzfKbhDcVW80BnxJ9e347dKBbOCZ1GmbgK39eGUwEN7aesn40IFZ3Fab9,22/03/2022
1,70,6,1,3,EvrWDTFZYqsoQ8yRrnpivKkJlDKJ7N n8QMkuWpEo7MxSo6KXPLWA1UPASXn,01/07/2015
14,7,16,0,4,jgtmysRLhaEEbsIJ0zX0tCj4DnPVIMPHs3NLimtSWrVKjZgrYN3zCsnHQT4j,26/01/2015
18,24,15,1,3,tZypkNmn8HwZzZGCp1UqULnKgyzHg6CIcR41MJKrnuczuO iSMlQrY UFMPt,10/12/2020
4,81,20,1,1,yqrxSDuBgLtn2CTdsmCP7sgqOAMAWLmntVGmbSlA9eSiFhU2hW7Wh3Miy3PO,15/02/2020
13,91,14,0,1,5joUkarJENbqNNCuFzHRfcPKGu4uDV EQFRUawnds6xTHLvDs7b1OYPlpSfZ,07/12/2020
15,9,19,0,3,1potqX8yY1GPCLCBIEOxMArJ3fBIrL1hPhYUIMlUs7CVQGdilNlExvCIk6O2,23/05/2014
13,36,9,1,4,kVIZXQunyrl9DdtlFkiQkuJHvHOkq8uQmdpt3 dhYA3l7UOC0EwAV9p6HAcU,28/02/2021
18,109,10,1,0,jEzQNRnIBixVPr7Ycq0cKDBaUqtKZA83d0juZ23eHOP18AQE4S1W88jkFtte,06/10/2018
4,18,2,1,3,UP0UPWAXX2begc21ScaM7r1yg6NwnOoqmaziu3FtapfFE tiftH9tjJTVGwH,01/05/2011
3,54,12,1,3,wA77U91BIGAqxMu7gkndUja3NIiaCKABu8jFKw1fvU505eO5eXAC3JpnJGC1,21/01/2022
8,101,20,0,0,nQ8KzawkyT0bUGPGt7NpGtoHkawzmVtXwDLjZlL7gjIB RZB5Nwu19sCWE7R,21/07/2012
7,10,9,1,2,DlZZgSIfvnBKVmIjeIpDaIwf9gzncysBQwWP2lpXMS1pQWF2wPOG0jW Gu5H,28/09/2012
14,112,18,1,1,NjQycm1NCmpwFKvgMouIQboJ O2InAF5w0BP2bZqUTVEi7kKuILFdcoBRwjT,24/01/2014
8,104,16,1,3,pmCw7EZc1rksJ1MWQXmR9bx1s2qu3m5oj37hNS a2qzmIn92DEr7mCQgkwma,04/08/2012
15,77,3,1,3,kXYD7LFxwfBY3DhdbM7Zn1Cl9EZh0puET8aUz1Rsh0IplkG185QruFHJpker,16/07/2011
1,108,5,1,1,Rbwie2uptktn6Kueb4Vqho7U5Pmb1z2fMv9IpcLRZUZcCnicylln7fVf3R2N,15/07/2010
15,70,15,0,0,ABksyhUxwMlYsHl99HfrNOlftXMWyCErmzbTQY8bgZC2sv81zX6Tuc65BWWt,11/04/2012
20,96,14,0,3,uLb0SPcIgndHofDmaQLUX52UMn5wNANfbtD0LQ Nd8btvSTpoPAjXgm93h6L,06/02/2012
20,4,17,1,4,zM0BNX x LzO4uNMfsvV2awbrDeGyNXLQ0DpWEcje4DtFmTSK j8iS8P98eS,28/11/2021
3,21,20,1,2,Ba6dvhgrR4xcR2cH0YTv8OrbbfFy DmdzXaUmBewM3Tny6jyzRz1whdmBJ0v,20/07/2014
2,11,16,1,4,9b6f4nTgYIOTJVVRS17ZnoYAdLuL2rIN4Cy1TN7cLn73yVcepQaY6gUzpY98,01/07/2021
16,24,19,0,2,T0MEfMPPTmVO40FIrjB6Gp1jnVCVJMfR7avGmO rx2LMyY4BacJfob2bL4Qo,03/06/2012
7,16,4,0,3,2DlylKW9yyRw2jejugYPHsSPK0nC8udc 2mXB2zX45 xZQqGQJmKetpLPS2J,11/01/2019
4,48,9,0,0,neiWQMLR4bW2aTIwSkO7BMbT6ac8wFi1ioCYBxSmjY6DtvqcEwvKuemlsWd9,01/02/2018
12,86,2,0,1,ZGBioXRQXESyhqCQpUaSH7YYwWGriwg2xFUlwFTRf71GPE3JBd61FBt93YHU,20/11/2022
14,21,10,1,4,0cZvmAGKIzoVaFW5aomenMcUm7KDf8CYSlAOpm2aF8q27C0NQtJc9EH3PfGN,24/11/2022
19,115,12,0,1,MM3CJgSgYqTYvfEovnEfoMhtGxf62 e6 GCofAAZZbvGhKu4QY1sd38AcC1s,09/05/2021
14,87,9,0,2,NdeTpzFhuY7FpbgFrjvjwhk0SdLzD3GlKPP3GWBu3PQpVwOaCDwz1Sjh2MZI,28/12/2018
8,63,19,1,1,Vaw5t6DSiPJTP4B8IyZxwwz08seDHrC1FfGEa6ppV5bkTBR88 HI1BpzbO9f,05/10/2020
8,109,17,1,1,Z7e1UIDX3DScl1ZXML8ZFcDVtc1n9JymZM2GcuzwuNwwdVQ4xKvewHoLgfO5,12/10/2015
17,109,4,0,4,F1x98UJy8x5u2nH9UFiCP0V3S yZj oRbsp8wVF2OQ3kWgrxvHNcKZPpeAaA,08/10/2018
9,17,14,1,3,XJZ2Fq5qUMIb4i7dYvBGXPDc bXv6OGywohWJoF y4KmcQbmFoFFFblA5Yp5,27/10/2015
16,45,17,1,0,E0ieRezCBS0cZgUu8G9MgrpYR3MJlyIadlwjEUHKIg  G4wNGVOjXUxYDQOv,03/01/2010
16,10,15,0,4,Rl0khoIhf6Neh8t2AanmMwpKQC6pIwEGeghW4JVwmiak5QNfYJONhfMyILlz,02/07/2013
9,10,10,1,1,sODnGqbEmvZBt8xTCxpIotUnKj669ufrO85fHVNXQk3DVK5Oo3e4UMMD9cCE,01/07/2017
3,49,17,1,0,EA1oFzy5DLVmWmFbVnX9BPumors2Z itp9WqvYgp3juNdyQr6g89zOtxDMb7,12/10/2015
12,31,17,1,3,JKRjoCBxe JeAQVFlzrglVuS7MItdLBMqdw4SDK6qiJ98uTcPb8G9 0DudxF,18/09/2020
20,13,14,1,0,sIPKWk5qXIqq6j5WSOjn94aHVUnlc8xoNe4g0yQ h3JGkBJEs7oCNrGeiJRV,21/11/2016
8,86,14,0,4,K0BWNWiR5s5KBSMb3xHWe57IsSzF6skDnOn3TF3iLwA2tFk0oWPCbezSpVuk,20/05/2018
12,56,14,0,2,JYq2I0wQR5O35qyqisJkNtoTadlLkJinnyu54Fq62IQoK6O0APTSsQEbhIAa,02/08/2020
17,20,20,1,2,fdZzgG21XepFjQUYoyDoPOxsqkoop0i9ixkTzpIJVXdTs5abVzax3PsBZFdd,10/01/2022
11,39,8,1,0,5GrPCUpKtCuYqh93UYmrC8fc55TfB0ljrBPgdxP8cqec cglRqLhFxsGeweY,08/01/2013
9,70,16,1,3,oxdgK9SE ueIdDs0QapBHnx0qYGD9SkxZZCUP9phAprzi5p0psOpYJM2isFa,23/03/2014
6,87,1,1,4,aQNoXWpWORGk v6DiBlsTSZLSSArKDn Hyfiid83AxVumlJCuMCQarwQStwT,02/12/2012
1,94,3,0,4,CP6zLTlylqZdmAXNfM2wGUFq95JAY0SlqlTAlv3AOvfEBeQn40394fYGQWhF,26/11/2012
8,101,17,0,2,i1PF uqXB8xxSaPOQM031XASNxaajX3MD9LcPc41 WqZULrWcR1sSHf L0o9,06/07/2012
6,90,4,0,0,jpqHAnaVUW9r96NLa0xCSRy5E57m1pJM4N07tfmov0Nal5P7bSmSyUrD34Bi,13/10/2019
4,102,1,1,4,7IMGuMyg6XHhAkmjqI4YVe7UHxNfmqbw855CRmXuAgRvFrtfFlvi9DW2qvkX,22/06/2019
15,24,9,0,4,7e2bSQwm2 eHL2lXwnSveZMW9Dj93q15sbUz9yX1j4kcwNOVmW4YiHYNHzG7,08/06/2010
19,105,5,0,4,xHDcGMj4KO6hBAdPY6jtnhq4wLvwFaMwU42Wvd RF8yzLZEQ9pdIdyU45uV ,07/03/2013
18,11,11,1,2,FOXY42RFDDP38nFh17p3gOtAyyM92Dv9E4mdQQ7nTYdWPows1N1LuEw5Wsx6,12/11/2017
10,2,18,1,1,0f4kl9uUOysEAYlK2IVSP5GinlUajRy5iDnihcCuMaYSlwMLIipEDI1w4uIy,12/05/2019
2,69,19,0,0,kCfWmCvqJJiuw2 iqq214vU92c42EMTUe5THEnGGhZrw68vfjywFlBgKpmKw,28/02/2012
15,3,20,1,4,2Ss1uqYGHFaAKNMfnG8CMTUrGI55lrXzwRsNJ6VbcRAn7cmHG2zaHcDSOsAP,06/07/2017
10,44,2,0,1,LbEHCiZxyE70WY6QIwD7ye32vxRZBaXqco8GK2bHJf9nR ajbcROkeT6j3EL,05/06/2021
16,2,19,0,3,nMfB3m1Wzr3MEuQOXPZZUykvlP7M81x5l4VPaLHPxBooz3ZMUCASYkjxcz5p,25/07/2010
18,24,9,0,0,cvTJMsHQPSqjf8bjn 535dQI7KSDhwnU6h1ldftACaczKCZ00H2fK8EoQBLG,28/08/2016
11,112,5,1,4,WkQOeXKOjLh58  3K6C8HjOHZ7IY8HkPl8viuw4IjNCvxx6BDTWgsjojDOrj,20/03/2014
12,79,4,0,3,Wcil9ykN69v4lLxT21uPEjrTqjoF6UDV9mG5I7PsKFfA47uhtX0AzRyFlunu,22/02/2016
14,4,16,0,1,jN0RRsEdKKP8BvmqkMF4rdUb17IWoYF5q7DJ6nUso4N9H8dYjw4rBfcJ9nNp,19/12/2012
12,68,1,1,0,LTGyCTsiCnnMPHV6IGg5eBmlDMmX14jDsr8gEVYYpvOnnJq6RCKQ9FpWCakm,27/09/2012
6,78,14,0,0,rbpR9QPxc3Ji 1QtyuSx dV83L34zkezjFnBAPeTEch6RdH1yU0TkI V6eMm,14/05/2011
20,27,3,1,0,OkiHwrP0yN07Fx9CNcGTrP GJohLP26J0UWjkIVqUM5MKWyPgL1SOpyX2LnG,20/11/2018
4,103,13,0,3,RcVTWE9cMIm32GjAzybxpiIlSHh9rYDnyZlYovSahYjTJ41J1U7 yQdpMDkB,24/10/2019
17,84,4,0,3,5x44DXIrAdVNoR5voaNMaeY3fMI GAgHo3wOWrLtssnB28iz2SOFXpl5m2uu,12/11/2022
5,29,3,0,4,cgTreK Dwq8gDr4y0tk 70jXn7spdSDn85DkTlShXpWrjHRkg 82coAtBGo9,22/01/2011
1,96,3,0,0,RUzKsKfMFXarHy9oEwfmKoHVpUeIwLiNzUo13p0eC6F7QE 6nHhDhHf4wWT4,17/07/2012
10,35,2,1,4,ufqxQIQIQZabNc YIJDCwIPx8zMeDFEyw0NzVM7cBWrq91gL5wI9NHm3BVKc,25/04/2017
18,9,13,0,4,aiVFpT935UZR846lTe1Zzg9jhpq7bYzU1wNCdQ4ql7Bb4IJARnNbmSHI5pgj,22/12/2019
8,2,19,0,0,9ULq0AHP Qmc tiE24DMq8aTz FdcPOZLkDbzbeoVXZ7fnZygJ3PilmG rfq,24/12/2011
8,15,3,1,0,vACqyNnoaxx2tNAUWAW4u0QiHZIEPM94H uK5qZ6aIYGak2Qpoi8WujmVDMj,15/05/2020
9,76,14,0,1,rIUVy3H5j0IPTrLG0Mxxy7FbtkyxVFhgUhSxDbCIE8Asel4ZTJe4nCzAhxge,12/02/2011
17,72,20,1,0,bYw9iq1meXtyhzcZJJzVAWDLhuFpuggtnYFYiRByA9Biw3ZkeQAO51jvMalj,27/07/2018
1,40,19,1,3,jtCrvj6Sk9OvEdw7Kboappci3OCSpd3f8uyYhVHyhQOKEFZKOfNRHtLIwBpW,11/06/2022
17,76,7,0,1,3l3L5JTQ1py9FGmjyTikBPnIH5QADoRp19Wv8K2DX7nFCqHWWs2HQHvlaD2F,13/09/2016
3,63,20,1,4,9qnQu84Mj57l14 CW8NEYdqRz4WxrhGX9PxV4oy8lsYMieLosL6eDBxnZ5Q5,13/03/2019
4,16,14,1,2,mzhyUNVgf6QJlDospcyCwccArlMnRVCF2Hhy9B11hblrKIe21g0kvLcMFtlR,03/12/2013
8,40,7,1,4,S2MsU37V92z6CPpsuF9A3Xu9njXMSF0fdQO9Rwx49RhSsf11 F4ADdFMostb,01/04/2018
8,107,16,0,3,AfkUtyR5lnJfxILYEaO 4PTGxQKUkzU37T7CU1qL358yjSnQNG75kC 2s8IZ,16/08/2010
2,38,14,1,2,fVKmZvTxussyY3QolvnAtmbLLRFNZrMinO6EkPEHTOj8yDgX9YwKDtB7B Vu,10/05/2011
10,8,1,1,4,zTHve4iMoKK1OzS7NTSqVLxAEVOMEQ18QQwdznPUpPQFBD35ARLL4kLZ7Qym,26/05/2016
9,42,8,1,4,m6uZMY6XcIGPxPBgYxn 499MIPW099ExT8 k0sfCVwJWMK N0gQpx1PzEybV,14/12/2010
12,73,8,0,2,u7sg7T47Zj5GTWx2enH1621Z0v0GUsPoGIb84BEiUbaCQTvPO4FcgDF7vsir,14/12/2018
18,42,3,0,3,PfxvQJ nEi4DzkVIeP5uNyDwBtVvPyljqnwqt8g55PPfsCBdZ5gYR45aespk,28/07/2011
2,21,8,1,4,9U0CJPh3NgdXuRpWE6h X4KFQ9rYrlTWfQqLIgSQHqklaRpttCaA6L8biy0w,03/08/2015
5,32,19,0,0,OsHATiBhKf TM3MkML9ZGmnb08zXbbstInVLymoX6HPUF8y6BixZf5yq64aN,25/07/2020
12,101,10,1,4,W6ZGRGcpfRpNkolY9EkSKi1CTbTfTXG6ozbWkZY3SJM1rRGF7JqeXZWCNyy8,03/12/2017
6,110,5,0,4,rJpdnDeO9WF2z0aYTpQbENOHFhBU4s6HTq0zD wo4bJkqYNf4xlw0hOfW1pU,17/01/2013
5,63,8,0,4,VzDAd2lTZvWA1o0fG U4l2t3WFI83LDhoy XGL7FySoEbV2ajTnuT8YRiRIC,06/09/2014
19,67,12,1,1,egrOqbYnqUGgqnS1RIzkw2WJ3ubGgyQlqisrzGJsCLwAPOfUSepKirTmObzV,16/01/2011
8,83,2,0,2,a9NCNnlUQ9MDgWpWpPJV3CKx7yUtZIkFKQbQvDtqKhDHSmZbVqNHpjlneV1l,17/08/2012
5,64,9,1,2,y0lV84 oW5qlgJZrKiDYqdBVr7PrGlfPJqQT JiRQEfQoYsoyTguN2TQOLgy,02/05/2013
14,61,5,1,3,wDGW4ThUFxtiqHnVOLVPlKOkmnCWjlz8HAKgV1HdpiZEXsbJa65r6S3p2AJO,26/11/2019
5,2,12,0,3,qsBWJFrd121vU764vlSmjqIaJjo696WOtfVQ6PVMXlR75rkg6VpDHO 5AO4g,24/12/2020
15,82,2,0,0,GqnMP rXbustd89VY054FgyZKkuAhziQh4ksqPKmB0Jj37HxRPrDDluql3Hr,04/08/2010
20,108,6,1,2,osAvFm4tytuBjzzAUsglyMZHLlE1Tw4skHUoFOgeKC6i97kJfGsmwuCZfMRu,05/01/2014
9,16,11,0,0,q8Bd3P1vNru7I43FsmYVSFntNco9W0X0b5e845L3qoxU4gawgv1kabOzGkJ0,23/09/2018
5,19,16,1,1,1nUEIe9u2TfC1Ouxm9jmB3YAL6z4Uh OPE4mxrGrv4PcxiRNjhgYHzdWwKhK,27/08/2021
17,32,2,1,0,giiDAj03KFNuumf9QK2ghQ37bN2lPUAjflyES5FpTn3tkXnceZrQNLvL7sut,07/10/2019
13,99,13,1,2,ktw3VDFL1xNLJwb JpmOaw0AX InV3a0U3pXXlzbGAxxe6HPgCMDbC7Z5hyk,06/07/2013
7,48,7,0,4,RMQFaeI0LnTtfBo SXVGEnkrtl8DTkMo81WldFFLcLZBaSncWu7EBlA3IBX5,08/06/2011
2,26,20,1,2,vBAVxx6F05leimWwAE0MwF8AGY1HwctTVD3qI2GmOu4bPcwbkJfxLW6rJrAc,13/04/2015
4,103,18,1,0,g9jkXKkVuRBuP8r7nNmgmIcHkbt9QtWJ3bu jF0iHJq86nr18BgoKU5IbTxr,22/10/2010
6,98,8,0,3,50339r2mdstYqx0GIN0yxGUJ9Ep3BDcFW2jIuWgD1DATexJ7R31u8erhL6KF,21/01/2015
5,119,9,0,1,CfxNAmNQ7NvanXH8zNYC94cZqTqy9a5nby7jYKhe0QA esE64vgY9dgJNLQR,25/01/2020
17,4,13,1,2,tQhFQvkbT6Ms3spWma GLw5UqseUy49i0oYnvNyYqiBeBhhcWLSH8qVGUaDK,20/12/2013
20,46,3,0,4,ZvhNmtwZ5952vbD9JaGdmrWXwoMYQuwDco0qDiTs7MoLs4ztyiXWDNgzLqf1,08/12/2016
9,73,3,0,1,jRVMrA5vCcFGjWQRtKBFzBIXCJiGArGAHWVm3r90aFQYhwkii4by9jmFN4PE,01/05/2011
15,54,2,0,4,UVxr4p7uT4XDRjrrjUSasm9EKsKOMRUGs7aE60IExwXuITD7LrOV6bGFb6hM,01/03/2021
3,54,5,1,1,Igy1QCHKW2SBTGktjEhZN0gYC5ibeLEOEJuTYSJ47R0FCROm2HJ8K99jIewa,22/08/2015
3,64,16,1,3,vmgGC47RLRgFc3LDW6jUX5efzXGg25Up66PJFOMDZI52e9hnU26XE DwcWj1,12/03/2022
3,76,13,1,3,48yEeTGEjJBumOEufm5yJoyw5kQe6otsfHyOp2U1ncEIUpE5uk0QdUYe9oyL,21/09/2018
20,33,18,0,4,JRfSHU41emrZdkNoKI0e8jftgL6IsYOoFaew6DlzISoQ7iPFtia1NMHWbXm2,11/03/2013
19,15,18,0,1,QghbFc4fHk01mGhW1lbTRnsHUXZL9LVo0IasstyVocjLNffjvUDj84IZ9O32,04/12/2012
17,79,10,1,2,cf1u7cNNtRIaPd M9Dh3wbGg3XrBlDIc1CknjD4Nu1OullAyL1wofmjQLrkD,20/01/2020
3,18,17,1,4,ADsHCFftnVC8zMq9FxmsGnOXwuphZbkjbW6kCzsjzfCbILj8Ya0JmCZmoUm2,04/08/2014
9,2,10,0,3,q1MYWsVvc1WE67EcrZkgrgqdY1K6yJN42hewVyHuzNmofvmcHZaYw57uOOUZ,06/02/2014
14,81,15,0,0,MfWqJrCGTck6BhziVA6DttdAFRYhmwEB52Xy7EuiPhpZX0yNreN5oyTvrnaR,14/12/2016
3,71,19,1,1,Q83aJsetAXFFQKx1RCgfBQEPBIbHfksfxWI3XRfCtXSSThtzcsWhKDBb2 xw,15/01/2020
12,110,14,1,1,T9ePtkkf6r7uSJoJqJnFDu5OnOWGdt6ITnM0u9NEiiI6KpGeHSopcIAFahww,13/03/2012
1,56,14,0,2,mSBQSGKnY2EZjFIRcuoVRa2aZ06fAlhJDBAAL0HkZv1tCuI9em5iEso6rNg9,13/06/2018
10,57,17,0,0,SN2Xodz5nOOxEG0 AuWB1ct6gDdY3uLYGlztSuWHIxEjjNQCAvDr6HFdFWFg,03/10/2021
20,84,15,0,4,MM3Rf8aYlvDLU72aBZsj8qrzrpVfHYt9jR15DEZSj3hbvSfSUBtkPYI40Yu ,14/01/2015
18,82,18,1,3,sPsucS4Ip71Vw1cB5vXN8R0wp3YNYCAHeRh3tKoHqgPIsXZ4ZbIAnKcwE8jY,27/06/2017
6,1,1,1,0,AeFuuFt MTrL 5lRp0wWQqtwvDx1n vSpZ4Tn4DRJf BnLNwcygeHJh XVe7,22/10/2019
3,21,19,1,4,LyGfHernw3V7Jkj0T7ZgyUfWf8wXybov7C4WrbIEzcuin8ltWA623zJgTsS7,10/05/2018
4,22,11,0,3,PLrCV8qCqOadIph21TLUkiJh 8 59qIdykj5iLnBh4tL77JZ7HfuYfEdVgeN,16/08/2016
10,70,2,0,4, L87G23fRFeNOVrxhQEVMfaFNhxVStv07ChkPN9q1p6sNBEnOFo87jOe46Tv,23/05/2011
7,15,10,1,3,iSVD5E207cz9q5DAKvv89ZElaJaWNjoSa 1P7BIg10wpnBWkx3etYYjquV1j,08/12/2022
3,47,10,1,2,yuTfYDFwtvA48X5vR1WNZdwR73hHtpcrryUGF4o6q4Y7k6C8mqWWvFzrHY7P,07/02/2012
4,23,16,0,4,AqIxFpi6AChqC6LF3lm0Vx3Pbg6guMJjnu9QicuDIaaSivrvWN0PSAhUiW0M,07/09/2018
10,12,15,1,2,EUNe4JsFGaaZImljDoa0dChhdSh6dWPvIhaw2WQ8grvy4hQVzX57XCLPinlD,27/07/2010
3,96,10,1,3,7fEncfeOy61QqsNhrgp3i4nDyGTNQ2ozPTW5PGsGDCpFCms1j8dh LetB7Z0,14/02/2018
18,107,7,1,4,ZaEdXe4hkQAsqi4Z0xfU7IqBHfQKIZHJJiZgtop3Z2qqqwn0Qi 9kpc9W5H9,12/02/2013
11,73,8,1,1,kbtqjOVjgJlAZs2DRFRaPHqeD4WKlQDgbEyHU9JRGUB0G5PLPJ98y7CgmWt2,01/05/2018
10,6,12,0,0,6NM5UDcKdZaArJAITIwKZQPC EpMwaIAbjYCfozEeyooOpUKH1GEyczNOqDT,16/03/2010
3,108,9,0,4,psYPEIUMVS8RrrNkeG5yW3ApeKMmPxb0BJj6Gx0RGdr1s6kfEzJyYosUN0Bt,22/05/2020
1,64,3,0,0,PSZCaZtA gdRN6XUdjonKx7OLSu1Ra3 V BZjUXnGZFIAQ9wW7SFJmTxE1Ib,10/05/2019
9,98,3,0,0,8I7fQt3Oxkg1n0PF5utCBVK8wQ8pAVPK7l3gfwz71Yi2I7pBPUXrC1vkwfjp,19/09/2015
17,82,19,1,2,OPckFABGWZiFIROBpfKF7BCa1NxtIlqXXO9gcjQVuSffHLyySMkdVnJimy22,09/07/2011
10,23,8,1,3,XjOWmtobdZfNCHn6rsbPv7vhGCzSifjKVxBqGjXW31yoAc5RkWnmCsX0yjo9,24/07/2016
10,22,13,0,2,3zPMYVOOMnuFzn3kCkFW5poOotyHjcmaV6wR2lWlkp0BcbRb1WH8w2UZJ4oU,20/01/2015
20,24,5,0,1,Ap3N1HL2AkLPk9jtU01j8lG7S2oGuNXcZyZUP1iKFGU0HCCFj0z3vs860VrD,02/11/2021
7,42,3,1,2,LwIE57MnoSiiMYLf5nylvN47GX2aHd5ULYjKfEsylkfbiqZBmlhxp3llEkrM,14/06/2017
6,41,10,0,3,sdjQxB5Ky3btDcanVtVKzmiiD1pWYoA1K8QKdVaL4kO5KN1OdbN8sv wrFQm,12/08/2011
16,31,18,1,3,R82O7j4z Iu2FMF1TFrZInZ2ht7HMZ9wfK2jtYUYbEXc1H6Bve4ojQLn2PWI,13/02/2021
13,51,13,1,0,gQJ4MEJYc764QQ1EfhpRdKjjSRS12isjuEGjCGAyLiwv1tu khwDtH8ooFhM,05/10/2021
19,96,2,1,0,IW3acv65jSriKBeRakSoS7aXRspUM7R0yduYMiGu7ZwTZKSkoFCwQZ09UV6n,15/06/2018
16,28,16,1,4,cZLkwqSLgIVtXkf0zbwsEb8UMHPrxs1lbHrRUQOQ3KpbugMfrqVyYYg zQwC,13/06/2010
16,28,15,0,3,aCqm0UXcfbxnHaDwCjJ07Ik FFLrExzwIKYI8JVokXGAaFUHWsNlaimc1bl6,12/07/2014
5,108,18,0,2,bMnHcK2nmVVz6eT2cLFuUElDE3rm1EHnEsgMUnWYigBtbvGJUOYkk7OElMts,04/05/2016
11,68,4,0,0,Txcl1mPOdXX1MEw3NyvZOtV3uoAA02tP4Alg7NJvXKcj8QsbqVIn3QN305H8,22/11/2011
3,10,11,1,4,IrW0u5GIJfGcQu6lRmACj6IJXBzn1EupW UrqmD7iA52VEAsrCwDrS0KEsCD,23/08/2021
1,4,18,0,2,lX6kqR2b40dubHXuGxRhnWO2rh2C1xm0mxy2SIyHPg7XQWoNLgoGMCDSzTPi,23/10/2022
20,65,11,1,2,zgc3MrPHeM2HweWdCA9xI3Q0po08t3eu0TAX7JTvrmg7Z1i9Jk7wFzyAyRQe,04/07/2020
1,14,9,0,4,twbP3F3TLZWI4S7avAaSByLM 0z745XoelE hV2GXbQ5X7OQSJxb7AhURvs6,04/05/2014
5,76,20,1,1,VI8zPods7gLRymtHnDRuUf72WteXCVWRlA4H8GV6LvG4B5EYf5lor3Hnlgeh,10/03/2017
10,63,1,1,1,WVnzPgbzaD46RrbkZBD0ChjL83AlSqMjPhLFk eg6TJfAmT9FEp0Tdak4BlE,16/03/2022
8,87,15,1,4,Py4JVEWEHTsUwuoGlbuq Tb0XzM7eQF8pTnIU6OU5orIL7ltIziDSluYsBlv,11/03/2014
16,41,18,0,3,3Z5hyZFdwzw94CpVK0iO9WO9gygz2LVfCsOyobNgwLDjDckkcHUtVOvLd7ET,27/09/2012
18,35,13,1,3,a 73hVxsAJhBoJaHRORPYhurF jdvtmxn5LFEXbHMSQfbhCs5bQpqNFYKAty,09/06/2010
8,8,9,0,4,3tUh5MlLZrsPEodYllvz9i5hmrujr1Ck9ZNjZ elQevYmILR6LAvQw1aRfPo,26/08/2013
6,64,11,1,2,p6AepANvvCDqTjsdKUBzhUs3NjyECOAful1 vyQdOpksDKsr9A4XGEnH2zHP,09/12/2019
1,20,11,1,1,NCFnLKdt3sBhL2cMcMywdX4UirExoQXkJIp7myo AIFdYDgcFFkOt5ij4AmL,18/10/2016
2,98,13,1,4,8s0Ntmz Z6MX4di3TqbXnijk7Ln0QpS7zgV0amuSZqXCnzbZxtypjwrjht2S,16/03/2022
6,62,10,1,0,ieuFS2QHmn7rCHZJVOT8EmCMu2 iVXRf73A0ZB113OU8KIlYIbMBVsMs3eq3,14/09/2012
16,54,11,0,2,9axgjcusBp6Lq6Ethsaz12GLzcBUUs5WfLpzS7qFuoR1Vu6ar0 kZ1pzy96U,26/03/2016
5,58,10,0,3,6 sNopTdAL9lvC5XYdkxCYYc19e5nqVKk4PHmhRsMKNEKaunHXp866apCxMa,06/11/2017
11,98,14,1,2,cjDuG0w4txH489OTXwupE9vHtjoRZCKIrBYaAVHoZJeoCATihCEfY7RrIIRQ,23/10/2010
4,55,15,1,4,2WgGavs UoLLGi 84IrHFjm1jJM isljZk3cqQU9k kwMKWMMil5x7x PJwZ,04/01/2018
13,7,2,1,3,Jz67wbs 1saxu28 xsLu4zqaThzRGLJypuPmdr539qXypwKZ3xP SMJryBHv,20/02/2015
14,75,13,1,1,jdznAXCZDG6vTtyvYIn kpVeQPTUxMqtu3cb15kUXjkU33M5FGu0nYrDPgAf,26/01/2018
6,5,11,1,1,vaNJHR0CNJBIYb8o2kGn6xBTMvIhbHe4tip78C8oBDbMHAtoLBDNtujMmscF,27/12/2010
14,20,13,1,4,sSHWnPSLWiNvpVMWIqQQkhXKa3XozYViuo0yabBFHgaRij0kh1cV1cUB76m5,21/08/2022
13,58,17,0,3,irrd5GNvAQgVHrgjgJKF4nZcxKkUSZ4mUcX6YptlBYltu9ylHlPskeORSror,25/07/2012
13,4,6,0,2,SjTN3GqO24nljjss1HbdVgDh4xYQFKm cSwRBxSpgATVsD0XP5GgzBakHkAQ,22/05/2011
13,88,9,1,1,Euw0VlNgEgBK pV8yHzI03Q3r8lEpSObZjvOCx0heKVz D7Q1MYRuBWveL u,22/01/2010
4,57,13,1,2,GmvdVYdom0tRFzQAssQfIi6XqrycjpCcQBS6NlRBJHZTRdrNKvg7MzKgLzYL,03/02/2018
17,72,3,0,3,OK4ArBLzGG9khA7p28U5IHxoSzVq7Kt0NpihtYCss Hp Chp2GIQE8zRd6do,08/06/2012
19,100,17,0,3,XWU yXGLfzpN3F dDhziAMSjMdYqvu6SBMrcC2Ma BOkshoa9buG4 Iknhn9,21/02/2017
16,76,10,1,1,j9MeTgOpwFB3xaSgKRwuLfMqeQOy3d8nMvA5S1Q9PsizBw02UDWyOaiq6Kzp,07/03/2015
2,83,14,0,0,3urGVeMI 0EVURKcg5JYOVxkOYjrhRPBzxPYnQDdVplAw8Fc5BizwMfuPk9G,09/08/2018
2,17,10,0,0,DZYLJyL bZ NwZ3aCGt3PPX4DDKS8j0 B78c07OUg2YhPu1I7BIkWMyI6Xr5,22/10/2014
19,30,9,0,3,VWHC80mMNVN8HChHO9qOx9Eghkk642qqMrXQ0qexO1k3jhJS43BDuBH13Zbh,28/06/2018
20,112,17,1,4,TuHByrbYdXfUXXsE9VOAWdCugFesflDRU rviEX2ao09GqlJa7trocY90s7P,14/12/2015
